Point Mass X,Point Mass Y,Fixed Point 1 X,Fixed Point 1 Y,Fixed Point 2 X,Fixed Point 2 Y,Fixed Point 3 X,Fixed Point 3 Y,Convergence Point,Convergence Time
76,2,76,73,83,82,87,98,1,1.9366867542266846
60,61,14,63,65,99,69,91,1,0.35100889205932617
14,83,83,97,40,81,20,27,1,0.29596590995788574
40,20,78,29,82,56,82,8,2,1.227978229522705
56,92,68,53,35,74,99,68,0,1.9504666328430176
36,7,19,69,51,70,6,95,0,1.7809758186340332
55,77,30,86,51,49,36,54,1,0.5782396793365479
4,99,9,60,2,64,77,31,1,2.1123275756835938
18,42,5,51,31,69,72,74,1,0.6401448249816895
45,38,99,37,43,55,58,93,1,0.1788175106048584
6,21,82,59,62,31,19,50,2,2.7421720027923584
36,59,52,38,7,62,58,62,2,0.5602355003356934
87,96,79,82,31,55,95,64,0,0.1541452407836914
49,92,99,63,18,88,21,99,1,9.894568920135498
68,61,25,65,94,33,19,76,0,1.2095766067504883
71,90,2,42,5,7,88,48,1,2.2304069995880127
7,69,85,87,86,54,55,4,0,3.316416025161743
89,94,35,91,42,32,0,87,2,9.697349548339844
76,17,40,35,22,42,17,68,0,0.41530919075012207
5,7,27,80,87,21,71,26,1,2.7683138847351074
79,49,73,65,1,17,94,13,0,0.2153613567352295
44,13,100,11,63,30,67,54,1,0.2473289966583252
99,41,69,10,0,3,38,96,0,1.4947848320007324
58,13,28,89,100,75,15,67,0,0.9045767784118652
5,51,35,67,41,20,2,80,2,1.0552797317504883
64,74,87,52,60,71,27,81,1,0.045408010482788086
83,37,62,87,78,46,34,91,1,0.09630036354064941
78,26,48,14,33,37,79,86,1,2.594960927963257
59,1,73,32,86,93,27,25,1,2.3151254653930664
81,85,88,100,79,100,96,28,1,8.53104019165039
53,9,52,83,68,41,27,66,0,1.178436517715454
44,7,79,10,18,93,84,21,2,0.9486021995544434
78,32,17,72,31,20,31,60,0,2.370609998703003
15,48,63,18,11,66,21,93,1,0.20093822479248047
18,65,24,39,54,67,1,26,0,0.8738951683044434
46,43,91,2,17,92,99,41,2,0.7658424377441406
83,10,31,3,80,2,95,21,1,0.1081857681274414
36,33,48,43,20,11,54,85,0,0.19615554809570312
83,33,87,49,78,37,99,85,1,0.06174278259277344
51,24,0,41,89,79,60,17,2,0.123809814453125
81,11,45,78,42,14,9,0,1,0.45597338676452637
61,28,45,81,47,18,18,82,1,0.2023451328277588
66,71,82,26,37,83,10,42,2,1.3218181133270264
75,73,1,9,69,24,72,41,2,0.3363184928894043
18,57,74,14,35,52,30,27,1,2.1125693321228027
75,9,73,39,41,76,71,21,2,0.11711478233337402
28,20,67,76,80,97,36,69,2,1.7655439376831055
100,57,15,29,100,72,4,81,1,0.1652965545654297
0,34,2,1,82,20,43,73,0,1.6221420764923096
46,79,28,32,27,44,45,87,2,0.08598947525024414
100,39,31,95,79,24,39,29,1,2.5584471225738525
71,30,88,5,50,60,72,28,2,0.011177778244018555
10,55,66,10,7,62,15,42,1,0.10327434539794922
5,90,25,77,90,5,77,94,0,0.2648324966430664
89,44,51,82,33,44,36,57,2,3.8157031536102295
28,64,12,38,83,44,90,96,0,1.4285178184509277
84,100,7,85,59,35,9,67,0,3.8339903354644775
80,49,82,91,85,45,66,57,1,0.07661724090576172
67,59,64,81,23,2,28,57,2,1.1257834434509277
12,96,62,62,60,48,51,29,1,3.296921491622925
100,62,7,5,93,60,13,38,1,0.0714116096496582
51,94,100,78,7,2,98,48,2,1.585820198059082
28,96,99,54,37,15,76,84,0,3.2576422691345215
10,14,69,47,57,10,44,24,1,1.1527912616729736
17,57,58,81,40,0,27,15,1,0.6398952007293701
7,44,9,63,76,30,3,48,2,0.04968523979187012
61,48,46,90,41,76,91,68,1,0.8420140743255615
36,94,20,73,12,6,32,18,0,0.2826967239379883
85,84,34,6,91,49,52,6,1,4.518230199813843
74,36,62,91,100,28,16,70,1,1.2233586311340332
44,2,1,94,34,98,66,57,2,4.681870937347412
63,66,97,21,44,68,73,83,1,1.080510139465332
16,27,13,46,67,12,8,87,0,0.20669770240783691
42,100,23,24,21,16,93,73,1,1.9715008735656738
77,74,92,78,16,57,35,11,0,0.173201322555542
58,22,85,40,26,18,6,57,2,1.4905369281768799
30,72,55,100,14,11,65,89,2,7.720174074172974
15,37,80,98,15,67,64,88,1,1.6857926845550537
4,37,54,70,72,19,34,97,0,0.6592755317687988
48,89,60,36,58,97,53,93,2,0.05113840103149414
27,29,92,78,71,54,2,96,0,5.534916639328003
55,53,14,3,90,12,44,65,2,0.1907176971435547
87,95,73,69,0,17,64,43,0,0.31722402572631836
56,14,70,84,90,80,91,49,0,1.4880807399749756
39,44,74,66,21,69,14,81,2,0.39951443672180176
59,50,42,33,92,9,99,9,2,1.197875738143921
0,35,50,71,49,99,21,32,2,0.23347139358520508
8,61,97,97,35,90,96,81,0,1.4778118133544922
3,77,7,44,39,66,72,94,0,1.831568956375122
15,69,8,89,68,23,23,49,2,0.5060486793518066
92,59,28,39,34,61,87,89,1,2.847825527191162
12,59,35,22,60,63,11,76,2,0.4595468044281006
92,97,48,18,24,61,19,49,2,0.8934762477874756
45,35,38,56,91,95,59,41,2,0.4174342155456543
40,51,57,27,18,80,24,92,2,0.8557672500610352
27,47,25,60,54,2,68,14,0,0.11379146575927734
34,99,80,90,5,63,7,87,2,1.6526679992675781
51,66,49,70,95,54,53,53,0,0.03709769248962402
75,53,38,27,15,97,98,54,2,0.23429489135742188
62,62,79,32,35,41,24,16,0,1.1502070426940918
81,15,48,44,87,43,77,13,2,0.043648719787597656
69,62,50,14,81,12,31,50,1,0.8833320140838623
38,32,53,60,11,42,18,58,2,0.2045607566833496
55,69,10,59,59,82,0,58,1,0.11651372909545898
29,28,31,80,30,17,70,56,1,0.08050084114074707
7,11,37,25,47,15,6,11,2,0.0
41,46,93,68,24,69,36,55,2,0.09051752090454102
75,70,41,54,3,13,10,23,0,0.3231492042541504
65,21,82,23,97,6,10,84,0,0.11901068687438965
64,24,35,58,79,33,39,67,1,1.3018531799316406
85,42,99,39,34,44,50,46,0,0.13164448738098145
43,0,74,97,52,63,76,32,2,4.183213472366333
59,96,78,66,35,23,57,96,2,0.0010006427764892578
19,27,14,93,75,53,91,54,0,2.5449280738830566
22,92,22,62,1,90,79,57,1,1.8549199104309082
50,55,19,9,33,79,20,23,0,1.1272938251495361
39,31,77,76,74,75,30,44,2,0.12214016914367676
96,71,89,23,21,50,20,77,0,1.2721376419067383
20,88,20,78,80,69,5,18,0,0.09685683250427246
66,93,54,43,26,3,70,81,2,0.10143733024597168
9,94,18,39,20,9,34,29,1,0.522777795791626
3,2,22,83,42,52,41,98,1,1.5917534828186035
66,83,17,92,14,44,28,14,2,3.4263010025024414
34,60,43,23,55,81,5,100,1,0.3174121379852295
36,24,52,64,27,68,94,52,2,3.214884042739868
82,89,35,68,21,51,96,82,2,0.18590497970581055
19,45,59,96,25,48,83,87,1,0.06713175773620605
11,43,6,73,97,46,39,58,0,1.344801425933838
84,9,52,31,14,93,100,18,2,1.3093101978302002
8,81,51,12,66,98,68,25,1,4.091907024383545
3,25,82,25,42,98,80,35,0,2.8446528911590576
68,31,65,77,48,91,81,92,0,0.4346299171447754
9,13,23,14,27,71,97,86,0,0.13590645790100098
62,17,56,87,93,30,5,27,1,1.7032568454742432
25,81,100,46,57,9,26,58,2,0.25747227668762207
44,100,63,40,78,16,35,73,0,1.9052183628082275
32,32,0,63,84,10,67,76,2,3.2325563430786133
58,54,87,37,0,76,22,52,1,0.8437724113464355
14,4,81,33,68,83,0,87,1,3.79190731048584
78,16,25,26,24,19,74,0,2,0.33881711959838867
63,0,98,44,78,96,18,6,2,13.536188840866089
12,77,96,68,23,16,100,60,0,4.698909044265747
56,58,92,36,31,43,0,34,1,6.699489116668701
37,70,44,41,31,88,65,1,1,0.2082655429840088
39,22,15,3,19,76,45,94,0,6.880303382873535
11,42,71,100,29,18,28,2,1,0.23175644874572754
40,31,37,23,86,95,46,18,0,0.059017181396484375
96,12,70,26,57,73,40,38,0,0.21834421157836914
50,44,39,85,82,12,9,94,0,0.5266022682189941
30,93,50,40,16,40,16,38,1,2.4082822799682617
13,87,21,24,11,78,94,41,1,0.07230305671691895
8,77,79,22,96,75,86,56,2,0.696014404296875
18,20,29,91,17,48,16,14,2,0.04714226722717285
66,60,7,49,49,91,68,34,2,4.997308731079102
76,69,8,65,21,64,94,34,2,0.9753501415252686
91,56,11,26,27,11,50,96,1,2.037567615509033
75,93,16,52,7,62,85,86,2,0.09911727905273438
32,41,50,1,30,38,51,20,1,0.020509958267211914
94,86,85,45,80,44,39,53,1,0.3560802936553955
99,26,52,18,92,54,43,36,1,1.850111961364746
35,65,30,95,36,28,43,26,2,0.9611086845397949
23,68,84,29,12,54,44,71,1,1.3378937244415283
32,74,12,39,28,94,28,84,2,0.0971229076385498
77,58,91,16,37,17,44,89,1,2.9032304286956787
20,9,65,74,49,96,84,31,1,4.701059341430664
58,69,44,44,5,67,12,23,0,2.4472246170043945
8,8,7,27,47,22,23,81,0,1.0062551498413086
48,52,11,27,11,66,21,74,1,0.3253366947174072
41,90,32,74,10,82,7,98,1,0.5192017555236816
54,40,76,32,56,71,9,24,0,5.164782285690308
41,69,7,87,60,35,44,26,2,0.3624880313873291
49,85,18,7,28,64,47,13,1,1.836249828338623
45,32,38,31,37,75,19,85,0,0.04710865020751953
17,80,78,65,49,20,16,13,1,1.9154269695281982
0,14,57,97,51,50,9,3,2,0.10722947120666504
78,84,28,24,66,96,90,100,2,0.44130468368530273
75,95,10,13,69,44,42,49,2,1.2288570404052734
70,7,2,81,93,10,54,48,1,0.8349359035491943
71,98,60,90,16,75,6,89,0,0.10254049301147461
18,73,45,81,61,12,53,13,0,0.6187996864318848
53,0,32,99,57,51,46,36,1,2.5903666019439697
12,22,100,50,81,80,28,94,0,4.478266000747681
45,82,19,48,91,15,98,56,1,3.070997953414917
60,94,43,46,23,70,68,86,2,0.08658361434936523
36,58,12,54,10,44,57,81,0,0.18778181076049805
48,67,76,12,59,22,9,87,0,0.6259667873382568
14,10,54,97,58,96,87,61,0,2.6862924098968506
5,14,77,63,68,89,86,89,1,2.1240177154541016
73,80,79,51,70,21,87,28,0,0.20315814018249512
56,97,3,74,100,12,58,8,2,1.9782483577728271
51,69,95,91,4,75,16,77,2,0.2980763912200928
91,58,23,16,49,14,28,71,2,2.7612853050231934
15,55,47,30,76,44,91,35,0,1.2294561862945557
94,69,17,42,7,11,8,69,1,5.7417449951171875
76,10,52,77,85,12,19,87,1,0.06545519828796387
60,70,41,40,64,7,90,47,2,2.3584375381469727
90,40,4,21,76,46,70,6,1,0.14356637001037598
29,46,96,73,49,19,58,28,2,0.6378836631774902
81,60,66,93,21,81,1,19,0,0.8047277927398682
96,22,83,64,76,48,15,35,1,0.2423114776611328
17,13,66,85,60,20,12,28,2,0.12379193305969238
97,54,22,89,35,8,50,28,1,0.5718779563903809
79,2,98,39,27,20,96,58,0,0.9839088916778564
45,29,38,28,26,89,22,28,0,0.046936750411987305
31,38,43,16,66,24,85,9,2,0.5323946475982666
51,99,63,75,26,17,10,23,0,0.24406194686889648
46,47,88,15,43,37,51,98,1,0.07180953025817871
1,42,40,72,91,96,5,74,2,2.06986927986145
24,53,14,21,87,0,14,81,2,0.5646193027496338
0,81,19,56,10,31,9,94,2,1.0064942836761475
57,27,40,9,9,72,4,26,0,0.5570673942565918
50,84,10,97,98,24,84,88,2,0.4053075313568115
78,33,93,81,57,94,61,62,0,2.2936363220214844
77,49,48,83,40,76,4,77,1,0.9201467037200928
12,51,33,21,30,83,98,78,2,2.9737906455993652
4,73,3,49,21,18,91,48,0,0.2499849796295166
16,64,59,77,29,84,89,69,2,1.1721982955932617
46,20,75,84,80,1,89,45,0,2.035734176635742
60,82,34,79,31,79,15,82,0,0.1568753719329834
94,92,48,51,86,70,19,36,1,0.1890392303466797
43,13,9,82,42,6,47,46,1,0.05665397644042969
12,27,18,77,12,95,80,72,1,4.489872694015503
4,25,100,25,32,35,84,82,1,0.23574542999267578
88,14,20,9,91,66,41,3,0,0.5759124755859375
91,93,24,29,42,95,31,18,1,1.1850802898406982
34,1,5,3,79,77,81,72,0,1.1832687854766846
36,21,48,26,19,21,51,61,0,0.451387882232666
21,83,94,55,53,0,61,1,2,3.0683085918426514
89,8,79,59,58,44,72,33,2,0.24097895622253418
25,47,53,7,32,93,23,75,1,1.2644352912902832
24,52,3,23,63,48,71,51,2,1.503556489944458
78,48,27,62,15,17,42,95,1,1.5227360725402832
45,79,36,41,33,36,1,96,1,1.1901373863220215
69,9,67,21,61,25,98,26,0,0.10160970687866211
46,22,44,68,47,5,59,16,2,0.32672667503356934
84,11,40,46,75,38,41,43,2,1.8839306831359863
19,90,85,46,76,9,77,24,2,2.9391465187072754
62,46,21,26,25,59,29,87,0,1.2513697147369385
23,68,15,40,26,74,12,47,1,0.05182051658630371
57,88,47,90,2,85,92,88,0,0.0780799388885498
23,38,48,92,8,38,82,26,1,0.12688541412353516
100,6,50,70,89,86,66,23,2,2.422989845275879
58,28,39,6,32,9,82,84,1,0.5334656238555908
51,20,28,42,2,63,69,1,2,0.5374314785003662
34,50,4,67,20,53,65,43,1,0.12794804573059082
46,16,25,68,22,35,39,22,2,0.08026599884033203
61,79,64,12,39,11,39,49,0,2.608873128890991
71,34,16,72,99,48,18,71,1,6.544664144515991
66,5,75,11,36,16,3,90,0,0.08783793449401855
98,82,23,27,30,86,43,70,2,0.4487462043762207
70,41,23,72,69,64,86,42,1,0.9464304447174072
51,51,1,21,25,22,0,12,1,1.3109245300292969
8,72,69,35,4,39,20,13,0,2.898864984512329
53,82,1,72,41,29,96,80,1,12.341268539428711
6,51,3,12,16,81,53,84,1,0.6511876583099365
77,40,94,33,66,29,44,16,2,0.39972949028015137
19,91,51,78,10,29,67,24,0,1.7302515506744385
1,28,88,97,90,81,98,100,0,2.143195152282715
41,87,99,77,95,49,53,68,2,0.20398974418640137
29,16,14,88,18,54,88,89,2,2.645416021347046
64,40,95,45,38,17,9,26,1,0.5618393421173096
44,58,45,53,36,41,42,23,0,0.029106855392456055
98,64,35,100,7,90,8,15,1,2.8249261379241943
56,22,79,29,75,79,22,58,1,1.7695822715759277
99,41,11,97,36,78,99,23,2,0.17023444175720215
68,76,94,35,83,19,44,60,1,1.2932319641113281
79,73,68,50,20,32,52,43,1,0.4689934253692627
58,95,42,60,10,19,54,78,2,0.13664889335632324
47,80,59,96,34,57,35,36,0,0.3634819984436035
64,7,54,90,95,58,1,21,0,3.1225459575653076
22,4,69,5,33,52,83,52,1,3.5605225563049316
51,47,9,28,36,9,79,68,0,0.9240260124206543
56,32,6,47,17,21,54,23,2,0.08735084533691406
35,98,73,15,81,78,61,52,2,1.096114158630371
57,42,64,57,92,65,77,61,0,0.5328032970428467
97,99,2,29,1,24,52,48,2,3.912437677383423
86,70,9,100,83,32,75,76,2,0.09135890007019043
2,41,26,52,20,27,6,30,2,0.4481337070465088
8,58,29,34,47,30,24,54,2,0.6839649677276611
54,13,53,86,38,51,23,5,2,0.693899393081665
21,77,31,20,94,85,21,35,2,0.9036061763763428
48,68,22,58,16,32,68,47,1,1.0419421195983887
96,56,73,78,44,17,33,56,0,0.7342164516448975
49,76,47,77,65,30,78,56,0,0.012106180191040039
40,27,19,23,9,47,74,94,0,1.6249518394470215
93,100,64,50,3,37,3,4,0,1.8757867813110352
98,15,65,48,52,89,67,82,1,1.8278133869171143
58,30,39,88,95,80,50,96,1,3.015554428100586
96,93,36,11,39,90,29,70,2,4.462955713272095
93,52,37,44,15,72,45,88,1,3.8894903659820557
43,10,17,22,60,77,63,12,2,0.683490514755249
59,95,20,26,28,43,38,92,2,0.16825342178344727
20,69,9,32,22,82,75,80,1,0.11017656326293945
5,29,4,84,55,2,77,62,2,0.7598342895507812
75,60,63,26,89,34,38,82,0,1.260366439819336
47,79,75,12,56,68,3,58,1,0.10961103439331055
98,20,33,0,58,69,63,54,0,1.3320517539978027
47,29,39,4,56,21,75,5,1,0.08158278465270996
28,84,33,14,45,41,28,93,2,0.06983089447021484
51,18,62,83,49,84,39,76,1,0.43195199966430664
28,28,4,47,77,78,19,47,2,0.14574813842773438
0,32,81,31,28,19,35,49,0,1.7485969066619873
81,56,54,32,10,50,1,84,0,1.4438600540161133
46,14,94,20,27,86,94,85,1,3.3098855018615723
64,87,34,84,6,7,22,12,0,1.1681530475616455
78,57,77,53,44,1,91,18,0,0.026552915573120117
11,11,64,42,67,2,4,26,2,0.1304769515991211
60,68,5,7,44,55,92,79,1,0.20005249977111816
1,54,80,55,99,96,53,2,0,4.87053370475769
48,84,49,83,93,6,39,16,0,0.0
72,74,72,51,36,11,19,32,0,0.1719951629638672
86,91,24,27,66,19,75,49,2,0.4017982482910156
23,96,94,45,50,97,62,65,0,1.1375665664672852
7,69,42,19,44,57,14,99,1,1.4966957569122314
55,1,60,31,1,64,30,23,0,2.2117745876312256
75,21,13,60,67,88,33,98,2,2.214801073074341
72,11,85,0,82,92,6,42,0,0.1695995330810547
77,72,41,89,83,52,80,16,1,2.061323404312134
2,7,6,69,52,75,79,22,0,7.611433029174805
53,77,78,74,43,33,43,55,0,1.3758821487426758
86,87,10,52,88,100,11,48,1,0.09965682029724121
64,19,97,43,0,18,49,58,0,1.4495067596435547
37,28,88,74,57,43,81,63,1,0.1832277774810791
72,81,66,48,5,68,31,34,0,2.176022529602051
78,51,44,45,15,74,81,19,0,1.0423970222473145
85,48,63,98,83,2,71,10,2,0.33957481384277344
26,49,98,42,85,15,13,92,2,11.926393032073975
44,45,70,35,49,70,13,76,1,1.7838096618652344
40,95,61,96,92,91,67,60,2,1.3095664978027344
28,29,34,28,93,66,19,48,0,0.04656815528869629
1,80,39,54,56,32,20,54,0,1.654533863067627
23,61,23,58,49,84,93,65,0,0.027140378952026367
99,24,33,34,17,85,96,32,2,0.08557605743408203
63,3,2,6,81,21,85,68,1,2.9816184043884277
55,11,43,24,7,96,91,66,0,0.1905066967010498
76,89,3,12,43,96,79,91,2,0.031061649322509766
87,49,48,39,11,22,55,99,1,2.244596004486084
41,29,11,60,4,47,40,28,2,0.0
17,64,0,12,26,31,95,32,1,0.3221914768218994
54,12,18,38,73,71,81,96,0,1.050121784210205
29,38,5,51,1,82,64,87,0,2.077263355255127
93,82,91,21,71,13,52,39,2,2.6381359100341797
83,2,40,60,31,15,68,21,2,0.20004558563232422
96,60,53,35,50,84,81,15,0,0.40720415115356445
95,9,91,10,25,8,25,72,0,0.02432870864868164
69,65,35,58,25,82,6,68,1,0.7526125907897949
52,77,28,29,73,47,71,29,2,1.1869535446166992
39,42,75,88,68,87,49,95,1,0.9502558708190918
99,6,68,21,97,50,13,64,2,10.478558540344238
22,25,95,95,68,27,19,23,2,0.024084806442260742
70,3,24,41,47,17,83,63,0,1.5084517002105713
33,4,3,3,97,75,29,18,2,0.15355277061462402
0,94,83,89,87,90,53,96,2,0.5643315315246582
49,4,51,5,29,84,56,80,0,0.011077880859375
94,59,92,1,42,84,90,0,2,4.329312324523926
43,45,35,6,84,19,22,12,0,0.27498888969421387
56,80,63,22,83,61,55,70,2,0.08009219169616699
16,46,76,67,71,12,97,29,2,8.174411535263062
43,67,75,98,77,54,49,35,2,0.831946849822998
33,58,54,92,85,38,72,41,0,2.809473752975464
88,81,1,94,3,65,2,31,2,2.784463405609131
66,97,26,42,53,65,40,77,0,1.3053224086761475
74,52,37,91,54,82,14,95,1,1.3989200592041016
93,31,93,53,35,35,86,10,2,0.5797443389892578
51,80,71,62,21,1,36,46,2,0.7350473403930664
27,75,42,94,15,97,99,89,1,0.7439072132110596
5,13,54,58,49,71,81,11,1,5.944438219070435
68,87,67,86,78,31,45,34,0,0.0
25,33,99,4,90,77,56,47,2,0.309828519821167
61,21,95,41,64,60,83,98,2,3.923107147216797
45,27,3,84,10,10,30,23,2,0.1377851963043213
6,65,65,18,58,81,50,80,1,0.4769117832183838
77,28,11,0,90,72,74,58,2,0.24194908142089844
77,47,59,8,35,35,94,28,2,0.530592679977417
45,48,44,32,87,12,98,66,0,0.15230083465576172
13,91,59,23,100,14,99,33,0,2.0910511016845703
10,85,88,94,18,67,4,30,1,0.1478896141052246
78,56,92,70,26,59,57,46,0,0.47286343574523926
24,34,69,50,89,73,89,9,1,1.9696879386901855
46,4,44,64,95,20,69,91,0,1.1813669204711914
8,51,73,29,83,33,73,49,1,4.086073398590088
84,84,45,96,40,87,63,23,1,0.2943854331970215
23,91,29,16,31,72,48,9,1,0.18144679069519043
10,94,51,98,24,93,18,94,2,0.05209040641784668
64,82,86,84,60,32,8,6,0,1.4282028675079346
42,62,54,9,55,57,67,86,1,0.09664034843444824
53,11,22,26,57,38,74,27,1,1.7479403018951416
59,82,36,78,4,57,43,62,1,0.29000234603881836
49,10,45,39,90,42,18,38,0,0.21559882164001465
76,63,96,92,54,29,93,44,2,0.26546359062194824
55,37,99,56,81,25,10,6,1,0.26946544647216797
24,23,48,16,63,56,15,81,2,1.4882004261016846
52,95,3,41,34,7,46,16,2,4.403066873550415
44,21,38,75,61,2,33,25,2,0.09578442573547363
43,89,33,75,30,33,14,86,1,0.39691877365112305
20,63,77,16,93,82,47,31,0,2.0568315982818604
20,81,48,76,43,37,20,95,0,1.7710742950439453
2,20,70,1,17,10,17,13,2,0.09140992164611816
97,63,66,32,88,68,55,82,1,0.06615924835205078
79,18,29,6,98,22,53,23,1,0.36319446563720703
34,72,78,80,50,25,88,100,0,1.0316729545593262
13,100,3,39,69,4,76,43,2,2.1478116512298584
36,47,33,6,2,20,99,55,1,1.0947656631469727
99,92,16,61,75,51,95,48,2,2.529193162918091
33,96,41,87,2,84,16,58,0,0.25527024269104004
35,42,14,39,26,21,0,43,0,0.39110612869262695
33,59,91,75,20,97,73,16,1,12.833375692367554
89,39,15,43,32,40,54,1,1,2.0357062816619873
11,27,55,91,33,10,48,85,1,8.767334938049316
97,19,62,25,22,94,35,61,1,4.293684959411621
55,49,79,90,92,93,90,19,1,2.166375160217285
66,78,67,55,24,58,58,47,2,0.7702031135559082
35,60,76,77,41,92,28,26,1,0.6801884174346924
29,59,15,75,98,72,77,51,0,0.7356629371643066
65,73,53,84,91,80,2,0,0,0.5484092235565186
82,59,10,91,42,51,15,43,1,0.32706284523010254
62,56,99,82,7,84,29,74,1,2.4633240699768066
43,33,14,22,79,77,96,6,0,0.3914651870727539
67,92,47,66,11,16,18,38,0,0.25029826164245605
91,48,82,80,38,28,91,24,2,0.8607099056243896
96,57,2,78,9,56,20,37,1,2.8734853267669678
9,85,73,69,81,88,72,85,1,2.7491238117218018
31,85,51,24,76,88,9,77,2,0.9090240001678467
8,83,51,34,74,56,13,44,2,2.892885208129883
32,85,25,40,12,41,85,44,0,0.3337268829345703
34,32,88,66,65,6,15,65,0,0.7850158214569092
64,96,43,3,78,73,75,85,2,0.09901309013366699
51,43,29,82,72,53,90,100,1,0.5381076335906982
62,4,8,88,47,98,48,51,2,0.40821409225463867
23,16,56,47,52,77,16,50,0,1.207425594329834
10,56,76,98,38,52,24,51,2,0.10507392883300781
3,67,59,9,39,82,3,91,1,1.2228209972381592
27,54,4,77,57,48,71,56,2,1.1850907802581787
42,48,92,38,74,49,77,27,1,2.60404634475708
92,83,97,40,75,92,88,58,2,0.8318643569946289
61,96,77,39,57,99,7,3,1,0.03251290321350098
74,8,61,8,37,63,91,45,0,0.13628411293029785
34,64,22,20,78,96,93,14,0,7.203592538833618
37,1,31,56,9,66,87,8,1,2.1950724124908447
38,83,70,68,80,74,54,19,0,0.2581624984741211
17,55,73,74,65,30,92,63,2,2.8973920345306396
97,44,96,64,61,43,64,68,0,1.6365244388580322
9,98,90,57,48,19,32,12,1,4.853622674942017
33,73,61,14,80,38,35,36,1,2.4006385803222656
60,10,13,6,73,92,52,93,0,1.7782728672027588
91,41,25,16,84,46,81,8,1,0.05765700340270996
11,16,15,54,71,92,0,40,0,0.5808262825012207
45,27,100,29,37,33,92,60,1,0.0731499195098877
43,46,10,32,61,61,69,48,1,4.046048164367676
39,60,55,56,66,7,58,82,0,0.3983879089355469
20,19,14,13,92,97,89,29,0,0.06367063522338867
88,51,32,19,21,54,59,41,2,0.2205359935760498
34,40,32,82,69,25,83,53,2,2.2881898880004883
52,25,79,63,56,41,70,42,2,0.5143096446990967
49,22,39,30,35,33,16,19,0,0.06974053382873535
65,13,91,31,96,33,73,20,2,0.06746649742126465
40,29,79,10,5,52,87,60,0,1.4992165565490723
47,82,13,13,99,83,33,44,2,3.272338628768921
75,76,50,92,85,60,19,82,1,0.8514153957366943
58,52,59,5,92,62,21,79,1,0.4773576259613037
1,67,12,8,44,70,65,62,1,4.059684753417969
26,21,24,63,23,40,86,75,1,0.14198899269104004
23,49,16,8,85,56,13,51,2,0.07212114334106445
54,2,39,84,82,42,66,1,2,0.08751296997070312
94,95,67,48,20,81,74,55,0,0.3670315742492676
28,52,95,76,72,88,33,12,2,12.458728313446045
81,93,33,86,87,37,89,17,2,4.273205280303955
8,47,42,65,7,89,37,51,1,1.2433674335479736
92,72,65,17,65,69,32,56,2,1.5021567344665527
55,33,78,11,7,12,47,67,0,0.6813232898712158
96,61,39,3,66,7,10,11,1,3.165501356124878
54,62,7,54,5,1,83,47,2,2.3995747566223145
6,74,55,84,87,49,21,84,2,0.135040283203125
39,22,7,32,24,92,58,23,2,0.27378344535827637
71,32,84,19,96,46,63,34,2,0.10994839668273926
66,55,61,48,100,63,1,64,0,0.08119821548461914
59,59,30,56,49,65,82,3,1,0.11353754997253418
82,21,38,18,60,10,45,31,2,0.7030684947967529
84,77,0,74,3,41,93,1,1,5.4066619873046875
34,19,50,37,93,17,91,0,0,0.570270299911499
13,2,43,60,17,64,71,84,0,1.3033447265625
95,41,34,29,20,40,17,28,2,0.5084278583526611
75,40,74,77,16,88,32,95,0,1.556678056716919
57,60,14,90,39,40,26,5,1,0.9787309169769287
8,17,43,68,45,27,58,32,2,0.19065427780151367
78,0,13,55,81,20,2,6,1,0.10026979446411133
33,44,42,28,88,54,56,53,0,0.23014378547668457
20,77,90,86,67,100,19,42,2,1.0194754600524902
69,77,72,73,92,69,15,93,0,0.022111177444458008
73,72,32,20,70,95,1,71,1,0.31482958793640137
8,31,30,7,3,10,98,38,1,0.3141486644744873
36,54,16,63,11,97,3,5,0,0.11563634872436523
51,22,17,82,20,9,9,78,0,1.6226232051849365
48,28,55,74,37,36,100,60,1,0.06871700286865234
82,61,20,57,71,64,79,11,1,0.052590370178222656
7,83,39,66,9,65,89,91,1,0.24348998069763184
47,40,72,94,60,4,70,4,2,1.0611610412597656
24,90,32,34,50,13,1,37,0,0.7319731712341309
14,38,45,52,13,89,54,95,1,2.27350115776062
67,38,34,43,38,90,17,60,0,0.7663378715515137
82,10,0,3,85,41,88,78,1,0.1626439094543457
15,67,86,65,33,84,95,63,2,0.8498649597167969
96,83,37,66,64,82,68,55,0,1.1851356029510498
80,14,95,68,71,7,65,43,1,0.06165766716003418
95,4,73,98,34,89,80,3,2,0.07290363311767578
50,69,9,84,65,95,40,5,1,4.279996871948242
88,15,88,13,65,66,0,33,0,0.0
59,87,92,9,79,59,55,79,2,0.03913068771362305
98,92,6,9,74,14,22,41,2,1.098768711090088
65,58,44,93,61,78,25,79,2,0.4393589496612549
14,64,17,45,39,31,100,0,0,0.08882474899291992
